scenario_label,observed_action,motivation,alt_idx,action_text,is_share
apples,action_0,high,6,"Neither Camille nor Haoyu tastes the apple, and they move on to another variety",0
apples,action_0,high,7,"Camille and Haoyu decide to buy some apples, including Jonagold, to take home and share later",1
apples,action_1,low,0,Camille eats the whole apple by herself,0
apples,action_1,low,1,Haoyu picks a separate Jonagold apple and they both eat their own,0
apples,action_1,low,2,Neither of them picks or eats an apple,0
apples,action_1,low,3,Camille and Haoyu both pick separate apples and compare their tastes,1
apples,action_1,low,4,"Haoyu describes her past experience with Jonagold apples to Camille, who eats the apple alone",1
apples,action_1,low,5,"Camille offers the apple to Haoyu, who eats the whole thing",0
apples,action_1,low,6,They cut the apple in half and each eat their own half,1
apples,action_1,low,7,Camille and Haoyu take turns picking different apple varieties to taste together,1
apples,action_1,low,8,Haoyu picks an apple from a different tree and they eat their apples near each other but don't share,0
apples,action_1,high,0,Camille eats the whole apple by herself,0
apples,action_1,high,1,Haoyu picks her own Jonagold apple to taste,0
apples,action_1,high,2,They each pick a separate Jonagold apple and eat their own,0
apples,action_1,high,3,Camille describes the taste to Haoyu without offering the apple,0
apples,action_1,high,4,Haoyu watches Camille eat the apple but doesn't taste it,0
apples,action_1,high,5,They cut the apple in half and each eat their own half,1
apples,action_1,high,6,Camille and Haoyu take turns biting the same side of the apple,1
apples,action_1,high,7,They decide to buy some Jonagold apples to take home and share together later,1
apples,action_1,high,8,Camille and Haoyu both put their mouths on the same spot of the apple to taste together simultaneously,1
apples,action_2,low,0,Camille eats the whole apple by herself,0
apples,action_2,low,1,Haoyu picks an apple and eats it separately from Camille,0
apples,action_2,low,2,Camille and Haoyu each pick their own apple and eat them together but separately,0
apples,action_2,low,3,They decide not to taste any apples and just walk through the orchard,0
apples,action_2,low,4,Camille describes the taste to Haoyu without offering her any,0
apples,action_2,low,5,"Haoyu tells Camille about her past experience with Jonagold apples, and Camille eats the apple while listening",0
apples,action_2,low,6,Camille cuts the apple in half and they each eat their own half,1
apples,action_2,low,7,"They take turns picking different apples to taste, discussing the flavors together",1
apples,action_2,low,8,"Camille and Haoyu put their hands together to pick an apple, then take bites from the same side",1
apples,action_2,high,0,Camille eats the entire apple herself,0
apples,action_2,high,1,Camille and Haoyu each pick their own Jonagold apple to taste,0
apples,action_2,high,2,"Haoyu picks an apple and eats it, then describes the taste to Camille",0
apples,action_2,high,3,Camille and Haoyu decide not to taste any apples,0
apples,action_2,high,4,Camille cuts the apple in half and they each eat a half,1
apples,action_2,high,5,"Haoyu takes a bite of a different Jonagold apple, and then they discuss the taste together",1
apples,action_2,high,6,"Camille and Haoyu take turns picking different apples to taste, and then share their impressions",1
apples,action_2,high,7,They ask an employee for a sliced sample of the Jonagold variety to share,1
apples,action_2,high,8,"Camille hands the entire apple to Haoyu, who eats it, and then Haoyu tells Camille about the taste",1
apples,action_3,low,0,Camille eats the entire apple by herself,0
apples,action_3,low,1,Haoyu picks a separate Jonagold apple and they each eat their own,0
apples,action_3,low,2,Camille and Haoyu each pick a separate apple and exchange them to taste each other's,1
apples,action_3,low,3,They decide not to taste any apples and start walking through the orchard,0
apples,action_3,low,4,"Camille offers Haoyu the first bite, then Haoyu takes the apple and finishes it",1
apples,action_3,low,5,"Haoyu tells Camille about the taste of Jonagold apples from her past experience, and they move on",1
apples,action_3,low,6,Camille cuts the apple in half and they each eat a separate half,1
apples,action_3,low,7,"They ask an employee for a sample of the Jonagold variety, and the employee provides a sliced apple for them to share",1
apples,action_3,low,8,"Camille puts the apple back on the tree, and they look for another variety to taste",0
apples,action_3,high,0,Camille eats the whole apple alone,0
apples,action_3,high,1,Camille and Haoyu each pick a separate Jonagold apple to taste,0
apples,action_3,high,2,Haoyu picks an apple and eats it alone,0
apples,action_3,high,3,Neither Camille nor Haoyu taste the Jonagold apples,0
apples,action_3,high,4,Camille cuts the apple in half and they each eat a half,1
apples,action_3,high,5,Camille and Haoyu take turns tasting different apples from the same tree,1
apples,action_3,high,6,They ask an employee for a sample of the Jonagold variety and share the sample,1
apples,action_3,high,7,Camille describes the taste of the apple to Haoyu without offering her any,0
dip,action_0,low,0,Declan tries the chips and dips alone before the party,0
dip,action_0,low,1,Eric tries the chips and dips alone before the party,0
dip,action_0,low,2,"They take turns trying the chips and dips, but not together",0
dip,action_0,low,3,"Declan and Eric taste the chips and dips together, discussing their opinions",1
dip,action_0,low,4,"They prepare a small, separate tasting portion for themselves to try together",1
dip,action_0,low,5,One person prepares a list of dip and chip combinations for them to try together,1
dip,action_0,low,6,They decide to just serve one type of chip with one type of dip to avoid confusion,0
dip,action_0,low,7,Declan and Eric ask a friend to try the chips and dips and provide feedback,0
dip,action_0,low,8,They create a blind taste test for themselves to try the combinations without knowing which is which,1
dip,action_0,low,9,They make a rule that they have to try a little of everything before serving it to guests,1
dip,action_0,high,0,Declan tries all the chips and dips alone before the party,0
dip,action_0,high,1,Eric tries all the chips and dips alone before the party,0
dip,action_0,high,2,"They take turns trying the chips and dips, but do not discuss their opinions",1
dip,action_0,high,3,"Declan and Eric taste the chips and dips together, discussing their opinions and preferences",1
dip,action_0,high,4,"One person prepares a plate with a variety of chips and dips, and they both taste from the same plate",1
dip,action_0,high,5,"They divide the dips and chips evenly between them, and each tries their own portion",1
dip,action_0,high,6,"Declan prepares a few sample plates with different chip and dip combinations, and Eric tries them without Declan",0
dip,action_0,high,7,"Eric and Declan make a list of their thoughts on the chips and dips, and exchange the lists to compare opinions",1
dip,action_0,high,8,"They decide to only try one kind of chip and dip together, to save the rest for the guests",1
dip,action_1,low,0,"Declan tries the dips with chips alone, without Eric's input",0
dip,action_1,low,1,"Eric tries the dips with chips alone, without Declan's input",0
dip,action_1,low,2,They don't try the dips with chips at all before serving,0
dip,action_1,low,3,"Declan and Eric take turns trying the dips with chips, but don't discuss",1
dip,action_1,low,4,"They prepare a few plates with different chip and dip combinations and try them together, discussing their opinions",1
dip,action_1,low,5,"Declan prepares a plate and Eric prepares a separate plate, they try their own and then swap plates to try the other's",1
dip,action_1,low,6,"One person tries a dip with a chip, then hands the same chip to the other to try with the same dip",1
dip,action_1,low,7,"They make a large platter with all the chips and dips and try them together, walking around the platter to try different combinations",1
dip,action_1,low,8,"Declan and Eric decide to have one person prepare all the snacks, the other doesn't participate",0
dip,action_1,high,0,"Declan prepares and tastes all the chip and dip combinations alone, then reports back to Eric",0
dip,action_1,high,1,"They prepare the chips and dips, but only one person tries them and decides what to serve",0
dip,action_1,high,2,Declan and Eric each prepare their own separate plates with different chip and dip combinations and try them independently,0
dip,action_1,high,3,They double-dip from the same bowls of dip with the same chips,1
dip,action_1,high,4,"Declan and Eric take turns tasting the chip and dip combinations from a shared plate, with Eric trying first then Declan",1
dip,action_1,high,5,They decide to skip tasting the combinations altogether and just serve the chips and dips to their guests without trying them,0
dip,action_1,high,6,"Declan tries all the combinations, then Eric tries them too, using new, unused chips each time",1
dip,action_1,high,7,"They use separate serving utensils to try the chip and dip combinations, but from the same bowls",1
dip,action_1,high,8,"Declan and Eric prepare all the combinations, then swap plates to try each other's choices",1
dip,action_2,low,0,"Declan tries the dips with chips alone, then reports back to Eric",0
dip,action_2,low,1,"They prepare separate plates with the same dips and chips, and try them independently",0
dip,action_2,low,2,"Eric prepares a plate and tries the dips with chips, while Declan waits and observes from a distance",0
dip,action_2,low,3,"They decide not to try the dips with chips at all, and serve them directly to the guests",0
dip,action_2,low,4,"Declan and Eric take turns trying a single chip with a single dip, without double-dipping",1
dip,action_2,low,5,"They use separate, identical sets of chips and dips, but try them together at the same time",1
dip,action_2,low,6,"One person feeds the other, trying different chip and dip combinations",1
dip,action_2,low,7,"They make a game out of trying the dips with chips, taking turns and reacting together",1
dip,action_2,high,0,"Declan tries the chips and dips alone, then reports back to Eric",0
dip,action_2,high,1,"They prepare separate plates with the same chips and dips, trying them independently",0
dip,action_2,high,2,"Eric tries one kind of chip with one dip, while Declan tries a different combination, without sharing",0
dip,action_2,high,3,"They take turns trying the chips and dips, with one person handling the plate and the other watching",1
dip,action_2,high,4,"Declan and Eric prepare a shared list of notes on the chip and dip combinations, but try them separately",1
dip,action_2,high,5,"They use separate serving utensils to try the dips with the chips, minimizing direct contact",1
dip,action_2,high,6,"Declan and Eric sit on opposite sides of a table, with the chips and dips in the middle, and reach over to try them",1
dip,action_2,high,7,"They decide to try only one kind of chip with one dip, and skip the other combinations altogether",1
dip,action_2,high,8,"Declan and Eric make a game out of trying the chips and dips, taking bites and guessing the combinations without discussing",1
dip,action_3,low,0,"Declan tries the dips with the chips alone, then serves them to the guests without Eric's input",0
dip,action_3,low,1,They prepare separate plates with different combinations of chips and dips for each of them to taste individually,0
dip,action_3,low,2,"Declan and Eric take turns tasting the different chip and dip combinations, but use separate chips each time",1
dip,action_3,low,3,They decide not to try the dips with the chips at all and just serve them to the guests without testing,0
dip,action_3,low,4,"Eric tries one combination, and Declan tries another, then they discuss their findings",1
dip,action_3,low,5,"They use utensils, such as forks, to taste the dips with the chips, to avoid direct contact with the food",1
dip,action_3,low,6,"Declan prepares a plate with a selection of chips and dips, and Eric tastes from that plate without touching the food to his face",1
dip,action_3,low,7,"They serve the chips and dips in separate bowls, and let the guests decide how to combine them",0
dip,action_3,high,0,"Declan tries all combinations alone, then tells Eric the results",0
dip,action_3,high,1,"They prepare separate plates with the same combinations, eating their own",0
dip,action_3,high,2,"Declan and Eric take turns trying a single chip and dip combination, discussing after each try",1
dip,action_3,high,3,"Eric tries one combination, Declan tries the other, then they switch",0
dip,action_3,high,4,"They decide not to try any combinations, serving the chips and dips directly to guests",0
dip,action_3,high,5,"Declan prepares and tries all combinations, then serves his preferred choice to Eric",0
dip,action_3,high,6,"They use utensils to take small portions of dip and chip, passing the utensils to each other to try",1
dip,action_3,high,7,"One person dips a chip, eats it, and describes the taste to the other without offering any",0
dip,action_3,high,8,"They set up a blind taste test for each other, not revealing which dip is which until after trying",1
drinks,action_0,low,0,Ria tries Noah's drink without getting her own,1
drinks,action_0,low,1,Noah drinks the entire cocktail by himself,0
drinks,action_0,low,2,Ria and Noah go to the bar together to make a new drink,1
drinks,action_0,low,3,"Noah offers Ria a sip and she declines, then he finishes the drink",0
drinks,action_0,low,4,Ria asks Noah to make her a separate identical drink,1
drinks,action_0,low,5,Noah and Ria decide to abandon the drink and do something else,0
drinks,action_0,low,6,"Ria and Noah share the drink, taking turns sipping it",1
drinks,action_0,low,7,Ria tells Noah she's not interested and walks away,0
drinks,action_0,low,8,Noah pours some of his drink into a new glass for Ria to try,1
drinks,action_0,high,0,Ria drinks directly from Noah's glass,1
drinks,action_0,high,1,Noah pours some of his drink into a separate glass for Ria,1
drinks,action_0,high,2,Noah hands Ria the glass and she finishes the drink while he watches,1
drinks,action_0,high,3,Ria asks Noah to make her a separate drink at the bar,0
drinks,action_0,high,4,Noah and Ria go to the bar together to make their own drinks,0
drinks,action_0,high,5,Ria declines to try the drink and they change the subject,0
drinks,action_0,high,6,Noah decides not to offer Ria any of his drink and walks away,0
drinks,action_0,high,7,"Noah and Ria take sips from the same glass, alternating",1
drinks,action_1,low,0,Ria declines to try the drink and Noah drinks it alone,0
drinks,action_1,low,1,Noah hands the drink to Ria and she drinks it all,0
drinks,action_1,low,2,Ria and Noah decide to make a new drink together at the bar,1
drinks,action_1,low,3,Noah and Ria take sips directly from the same cup,1
drinks,action_1,low,4,Ria asks Noah to describe the recipe in detail but doesn't try it,0
drinks,action_1,low,5,Noah pours some of the drink into Ria's existing cup,1
drinks,action_1,low,6,Ria and Noah put the drink down and do something else together,0
drinks,action_1,low,7,Ria asks to smell the drink but doesn't try it,0
drinks,action_1,low,8,Noah offers to make Ria her own version of the drink,1
drinks,action_1,low,9,Ria and Noah discuss the ingredients but neither tries the drink,0
drinks,action_1,high,0,"Noah hands the drink to Ria to try, then takes it back",1
drinks,action_1,high,1,Ria declines to try the drink,0
drinks,action_1,high,2,Noah makes a new drink for Ria at the bar,0
drinks,action_1,high,3,They both go to the bar together to make their own versions of the drink,1
drinks,action_1,high,4,"Noah tells Ria the recipe, but they don't share the drink",0
drinks,action_1,high,5,Ria sips directly from Noah's cup,1
drinks,action_1,high,6,Noah decides not to share the drink with Ria,0
drinks,action_1,high,7,"Ria asks Noah to make her a separate drink, but they drink together",1
drinks,action_1,high,8,They leave the drink alone and do something else together,0
drinks,action_2,low,0,Ria declines to try the drink and walks away,0
drinks,action_2,low,1,Noah hands Ria the entire cup and she drinks from it without asking,1
drinks,action_2,low,2,Noah pours some of the drink into a new cup for Ria to try,1
drinks,action_2,low,3,Ria asks Noah to make her a drink from scratch,0
drinks,action_2,low,4,Ria and Noah decide to make a new drink together at the bar,1
drinks,action_2,low,5,Noah drinks the rest of the cocktail himself and throws the cup away,0
drinks,action_2,low,6,Ria and Noah put the drink down and switch to a different topic of conversation,0
drinks,action_2,low,7,Noah offers Ria a sip and she takes the cup without inquiring about the drinking side,1
drinks,action_2,low,8,Ria asks Noah about the ingredients and recipe instead of trying the drink,1
drinks,action_2,high,0,Noah makes Ria her own separate drink at the bar,0
drinks,action_2,high,1,Ria declines to try the drink,0
drinks,action_2,high,2,Noah hands Ria the cup and she drinks from the same side as him,1
drinks,action_2,high,3,Noah and Ria go to the bar together to make a new batch of the cocktail,1
drinks,action_2,high,4,Ria asks Noah to pour some of the drink into a new cup for her,1
drinks,action_2,high,5,Noah describes the recipe to Ria and she goes to make her own at the bar,0
drinks,action_2,high,6,"Ria and Noah decide to split the remaining drink, finishing it together",1
drinks,action_2,high,7,"Noah refuses to let Ria try the drink, keeping it to himself",0
drinks,action_2,high,8,"Ria and Noah leave the drink alone, not engaging with it further",0
drinks,action_3,low,0,Ria declines to try the drink and Noah continues drinking alone,0
drinks,action_3,low,1,Noah offers Ria a separate glass of the same drink,1
drinks,action_3,low,2,Ria asks Noah to describe the recipe and they discuss it without her trying,1
drinks,action_3,low,3,Noah hands Ria the cup but she pours some into a separate glass to try,1
drinks,action_3,low,4,Ria and Noah decide to go to the bar together to make another one,1
drinks,action_3,low,5,Ria takes a sip from a different spot on the rim of the cup,1
drinks,action_3,low,6,Noah keeps the drink to himself and they change the subject,0
drinks,action_3,low,7,Ria asks Noah if she can smell the drink before deciding whether to try,1
drinks,action_3,low,8,Noah abandons the drink and they both walk away,0
drinks,action_3,high,0,"Noah hands Ria the entire cup, letting her drink from it freely",1
drinks,action_3,high,1,Noah pours some of the cocktail into a new cup for Ria to try,1
drinks,action_3,high,2,Ria asks Noah to make her a separate version of the cocktail,0
drinks,action_3,high,3,"Noah describes the recipe to Ria, and she decides to make one for herself at the bar",0
drinks,action_3,high,4,Noah and Ria go to the bar together to make two separate versions of the cocktail,1
drinks,action_3,high,5,"Ria declines to try the cocktail, and Noah continues drinking it alone",0
drinks,action_3,high,6,Noah offers Ria a sip from a different part of the rim,1
drinks,action_3,high,7,"Ria asks Noah questions about the cocktail, but doesn't try it",0
drinks,action_3,high,8,Noah and Ria decide to leave the drink alone and try something else together,0
driving,action_0,low,0,Sonia drinks the coffee,0
driving,action_0,low,1,They leave the coffee and continue driving,0
driving,action_0,low,2,They look for another gas station to get another coffee,0
driving,action_0,low,3,Danielle and Sonia take turns sipping the coffee,1
driving,action_0,low,4,They pour the coffee into two smaller cups to share,1
driving,action_0,low,5,Danielle gives the coffee to Sonia to drink while she drives,0
driving,action_0,low,6,They decide to stop at a cafe later to get coffee for both,0
driving,action_0,low,7,Danielle and Sonia flip a coin to decide who gets the coffee,0
driving,action_0,high,0,Sonia drinks the coffee while Danielle drives,0
driving,action_0,high,1,"They leave the coffee and continue driving, looking for another gas station",0
driving,action_0,high,2,They pour the single cup of coffee into two smaller cups to share,1
driving,action_0,high,3,Danielle and Sonia take turns sipping the coffee,1
driving,action_0,high,4,They use a straw to share the coffee without touching the cup to their lips,1
driving,action_0,high,5,"They decide to stop at a nearby cafe to buy another coffee, so they both can have one",0
driving,action_0,high,6,Sonia gets out of the car and buys a different type of coffee or energy drink from the gas station,0
driving,action_0,high,7,"Danielle and Sonia switch driving duties, and the new driver drinks the coffee",0
driving,action_1,low,0,Danielle drinks the whole cup of coffee by herself,0
driving,action_1,low,1,Sonia drinks the whole cup of coffee by herself,0
driving,action_1,low,2,They leave the coffee and continue driving,0
driving,action_1,low,3,They take turns sipping from the same cup,1
driving,action_1,low,4,Danielle buys another drink for herself and Sonia has the coffee,0
driving,action_1,low,5,Sonia buys another drink for herself and Danielle has the coffee,0
driving,action_1,low,6,They ask the gas station staff if they can make them another cup of coffee,1
driving,action_1,low,7,They decide to stop at a different location to get coffee,1
driving,action_1,low,8,"Danielle pours a small amount into another cup for Sonia, but keeps most for herself",1
driving,action_1,high,0,Danielle drinks the entire cup of coffee and Sonia goes without,0
driving,action_1,high,1,Sonia drinks the entire cup of coffee and Danielle goes without,0
driving,action_1,high,2,They abandon the coffee and continue driving,0
driving,action_1,high,3,They take turns sipping from the same cup,1
driving,action_1,high,4,Danielle buys a new coffee from the gas station's store and Sonia drinks the partially filled cup,0
driving,action_1,high,5,Sonia buys a new coffee from the gas station's store and Danielle drinks the partially filled cup,0
driving,action_1,high,6,They leave the gas station and look for another place to buy coffee,0
driving,action_1,high,7,They ask the gas station attendant if they can have a refund or a new cup of coffee,0
driving,action_1,high,8,Danielle and Sonia sharing the single cup by passing it back and forth while driving,1
driving,action_2,low,0,Danielle drinks the whole cup alone,0
driving,action_2,low,1,Sonia drinks the whole cup alone,0
driving,action_2,low,2,They abandon the coffee and leave the gas station,0
driving,action_2,low,3,They buy a different type of coffee or drink,0
driving,action_2,low,4,They take turns drinking from the same cup without straws,1
driving,action_2,low,5,They go to a different gas station or store to get another coffee,0
driving,action_2,low,6,Danielle buys another coffee from the gas station's pre-made selection,0
driving,action_2,low,7,They pour the coffee into two separate containers and divide it,1
driving,action_2,low,8,One person goes to a nearby cafe to buy another coffee while the other waits,0
driving,action_2,high,0,Danielle drinks the coffee alone,0
driving,action_2,high,1,Sonia drinks the coffee alone,0
driving,action_2,high,2,They abandon the coffee and continue driving,0
driving,action_2,high,3,They take turns sipping from the same cup without straws,1
driving,action_2,high,4,"They pour the coffee into two separate containers, even if it means one gets very little",1
driving,action_2,high,5,Danielle buys another coffee from the gas station's store,0
driving,action_2,high,6,Sonia buys another coffee from the gas station's store,0
driving,action_2,high,7,They go to a different store or coffee shop to buy another coffee,0
driving,action_2,high,8,They ask someone at the gas station if they can make them another cup of coffee,0
driving,action_3,low,0,Danielle drinks from the cup and Sonia buys another drink from the store,0
driving,action_3,low,1,Sonia drinks from the cup and Danielle buys another drink from the store,0
driving,action_3,low,2,They take the partially filled cup back to the counter and ask for a refund,0
driving,action_3,low,3,They abandon the coffee and continue driving,0
driving,action_3,low,4,Danielle drinks from the cup and then passes it to Sonia to finish,1
driving,action_3,low,5,"They pour the coffee into two separate containers, if available, and both drink from their own",1
driving,action_3,low,6,One of them drinks the coffee and the other doesn't have any,0
driving,action_3,low,7,They go to a different gas station or store to buy two separate coffees,0
driving,action_3,low,8,They ask the gas station attendant if they can get a new cup or a voucher for a free coffee,0
driving,action_3,high,0,Danielle drinks the entire cup herself,0
driving,action_3,high,1,Sonia drinks the entire cup herself,0
driving,action_3,high,2,"They pour the coffee into two separate cups, but one will be very little",1
driving,action_3,high,3,They decide to stop at another gas station to buy another coffee,0
driving,action_3,high,4,They take turns drinking from the cup without using a straw,1
driving,action_3,high,5,They flip a coin to see who gets the coffee,0
driving,action_3,high,6,They leave the coffee on the counter and drive away,0
driving,action_3,high,7,Danielle gives the cup to Sonia and then buys herself a coffee at the next stop,0
fair,action_0,low,0,"Marianne eats the corn while Lisa eats the funnel cake and fried cheese, but they switch plates after finishing their initial items",1
fair,action_0,low,1,They cut the corn and other foods into smaller portions and create a shared plate to pick from,1
fair,action_0,low,2,Lisa takes the corn from Marianne and eats it all by herself,0
fair,action_0,low,3,They decide not to eat any of the food and throw it away,0
fair,action_0,low,4,"Marianne and Lisa take turns eating the corn, funnel cake, and fried cheese",1
fair,action_0,low,5,"They set the food down on a bench and walk away, leaving it for someone else to find",0
fair,action_0,low,6,"Marianne eats the corn and then hands the remaining foods to Lisa, who eats them",0
fair,action_0,low,7,"They make a game out of sharing the food, taking small bites of each item in alternating turns",1
fair,action_0,high,0,Marianne and Lisa take turns eating the corn on the cob,1
fair,action_0,high,1,They cut the corn off the skewer and divide it onto two separate plates,1
fair,action_0,high,2,Lisa eats the corn on the cob by herself,0
fair,action_0,high,3,Marianne and Lisa put all the food in the middle of the table and graze on it together,1
fair,action_0,high,4,They decide not to eat any of the food and throw it away,0
fair,action_0,high,5,"Marianne eats all the food, including the corn, funnel cake, and fried cheese, by herself",0
fair,action_0,high,6,"They swap plates, so Lisa gets the corn and Marianne gets the other food",0
fair,action_0,high,7,Marianne and Lisa make a tower with the food and take bites from different parts of the tower,1
fair,action_0,high,8,They ask the food truck vendor to cut the corn into smaller pieces and serve it to them in separate containers,1
fair,action_0,high,9,"Neither of them eats the corn, but they eat the funnel cake and fried cheese together",1
fair,action_1,low,0,Marianne eats the entire corn skewer by herself,0
fair,action_1,low,1,They abandon the corn skewer and only eat the funnel cake and fried cheese,0
fair,action_1,low,2,Lisa eats the entire corn skewer by herself,0
fair,action_1,low,3,They take turns eating the corn directly off the cob,1
fair,action_1,low,4,Marianne cuts the corn off the cob and they both eat from the same plate,1
fair,action_1,low,5,They decide to save the corn for later and only eat the funnel cake and fried cheese at the fair,0
fair,action_1,low,6,"One person cuts the corn off the cob and handles a portion to the other, but they eat separately",1
fair,action_1,low,7,"They ask the food truck for two separate skewers of corn, but they're out, so they decide what to do with the single skewer they have",0
fair,action_1,low,8,"Neither of them wants the corn, so they try to give it away to someone else at the fair",0
fair,action_1,high,0,Marianne eats the entire corn skewer by herself,0
fair,action_1,high,1,Lisa eats the entire corn skewer by herself,0
fair,action_1,high,2,They abandon the corn and only eat the funnel cake and fried cheese,0
fair,action_1,high,3,They take turns eating the corn directly off the cob,1
fair,action_1,high,4,Marianne cuts the corn into smaller pieces and they eat from a shared plate,1
fair,action_1,high,5,They decide to save the corn for later and eat it at home together,1
fair,action_1,high,6,One person buys another skewer of corn so they each have their own,0
fair,action_1,high,7,They ask the food truck vendor to cut the corn into two separate portions,1
fair,action_1,high,8,"Marianne and Lisa eat the corn together, passing the skewer back and forth",1
fair,action_2,low,0,Marianne eats the entire skewer of corn by herself,0
fair,action_2,low,1,Lisa eats the entire skewer of corn by herself,0
fair,action_2,low,2,"They throw the corn away, deciding not to eat it",0
fair,action_2,low,3,They cut the corn into smaller pieces and share it equally between them,1
fair,action_2,low,4,"They take turns eating the corn, passing it back and forth",1
fair,action_2,low,5,"Marianne and Lisa decide to only eat the funnel cake and fried cheese, leaving the corn untouched",0
fair,action_2,low,6,"They put the corn in a container and take it home to eat later, together",1
fair,action_2,low,7,"Marianne eats half of the corn and then they both stop, leaving the rest uneaten",1
fair,action_2,low,8,"They give the corn to someone else at the fair, rather than eating it themselves",0
fair,action_2,high,0,Marianne eats the entire corn on the cob by herself,0
fair,action_2,high,1,Lisa eats the entire corn on the cob by herself,0
fair,action_2,high,2,They cut the corn off the cob and divide it into two equal portions to eat separately,1
fair,action_2,high,3,They decide not to eat the corn and leave it on a bench,0
fair,action_2,high,4,"Marianne and Lisa take turns eating the corn on the cob, passing it back and forth",1
fair,action_2,high,5,"They put all the food, including the corn, on a blanket and pick from it together",1
fair,action_2,high,6,"Marianne and Lisa draw a line down the middle of the funnel cake and fried cheese, and also cut the corn on the cob in half, to eat their own halves",1
fair,action_2,high,7,One person picks which foods to eat and the other has to eat the rest,0
fair,action_2,high,8,"They trade foods, with Marianne eating the funnel cake and fried cheese, and Lisa eating the corn on the cob",0
fair,action_3,low,0,Marianne eats the corn by herself,0
fair,action_3,low,1,They cut the corn into two separate portions and eat individually,1
fair,action_3,low,2,Lisa eats the corn while Marianne eats the funnel cake and fried cheese,0
fair,action_3,low,3,They decide not to eat the corn and only eat the funnel cake and fried cheese,0
fair,action_3,low,4,Marianne and Lisa take turns eating from separate parts of the cob,1
fair,action_3,low,5,They put all the food on a tray and pick items to eat together,1
fair,action_3,low,6,"One person eats the corn and the other eats the rest of the food, then they switch",1
fair,action_3,low,7,They wrap the corn to take home and eat the funnel cake and fried cheese at the fair,0
fair,action_3,low,8,Marianne and Lisa make a plate with a little of each food item and eat together,1
fair,action_3,high,0,Marianne eats the corn while Lisa eats the funnel cake and fried cheese,0
fair,action_3,high,1,They cut the corn cob in half and each eats their own portion,1
fair,action_3,high,2,"Lisa eats all the corn, Marianne eats the other food",0
fair,action_3,high,3,They put all the food in the middle and take turns picking what they want to eat,1
fair,action_3,high,4,"Marianne and Lisa decide to only eat the funnel cake and fried cheese, and throw the corn away",0
fair,action_3,high,5,They ask the food truck for another skewer of corn so each can have their own,0
fair,action_3,high,6,"Marianne eats a few bites of corn, then hands the rest to Lisa to finish",1
fair,action_3,high,7,"They make a pile of all the food and eat from the pile together, but not directly from the same items",1
fair,action_3,high,8,"Lisa decides she doesn't want any corn, so Marianne eats it all",0
gala,action_0,low,0,Elena and Todd swap drinks to try each other's,1
gala,action_0,low,1,They pour a small amount of each drink into a new glass to create a shared taste test,1
gala,action_0,low,2,"Elena tries Todd's drink and then Todd tries Elena's, but not at the same time",1
gala,action_0,low,3,"Only Elena tries Todd's drink, but Todd does not try Elena's",1
gala,action_0,low,4,"Only Todd tries Elena's drink, but Elena does not try Todd's",1
gala,action_0,low,5,They decide to order the same drink to have a shared experience,1
gala,action_0,low,6,"Elena asks Todd to describe his drink in detail, but they don't taste each other's",0
gala,action_0,low,7,"Todd drinks his entire drink alone, and Elena does the same with hers, without discussing or comparing",0
gala,action_0,low,8,They both decide not to drink their ordered drinks and leave them untouched,0
gala,action_0,high,0,Elena and Todd exchange drinks for a sip,1
gala,action_0,high,1,They pour a small amount of each drink into a new glass to create a shared mixture,1
gala,action_0,high,2,"Elena tries Todd's drink while he tries hers, then they switch back",1
gala,action_0,high,3,"Todd offers Elena his drink and she drinks from it, but he doesn't try hers",1
gala,action_0,high,4,Elena orders another round of the same drinks so they can compare,0
gala,action_0,high,5,"Todd describes his drink to Elena, but they don't taste each other's",0
gala,action_0,high,6,Elena decides she's not interested in trying Todd's drink after all,0
gala,action_0,high,7,They decide to order a few different drinks to share among themselves,1
gala,action_0,high,8,"Todd lets Elena finish his drink, but he doesn't have any of hers",1
gala,action_0,high,9,They leave the drinks untouched and go dance instead,0
gala,action_1,low,0,Elena and Todd do not try each other's drinks at all,0
gala,action_1,low,1,They ask the bartender to give them a small taste of each other's drink in separate glasses,1
gala,action_1,low,2,"Elena tries Todd's drink directly from his glass, and then Todd tries Elena's drink from her glass",1
gala,action_1,low,3,"One person describes their drink to the other in detail, without offering a taste",0
gala,action_1,low,4,They decide to order the same drink so they can both have the same experience,1
gala,action_1,low,5,Elena and Todd pour a small amount of each of their drinks into a new glass to create a shared taste experience,1
gala,action_1,low,6,They do not discuss or interact with each other's drinks at all,0
gala,action_1,low,7,"One person drinks their own drink, and then the other person drinks the remainder of the first person's drink",1
gala,action_1,low,8,"Elena and Todd take their drinks to a separate table to enjoy individually, without interacting",0
gala,action_1,high,0,Elena and Todd exchange glasses to try each other's drinks,1
gala,action_1,high,1,Elena and Todd decide not to try each other's drinks and drink their own,0
gala,action_1,high,2,"Elena tries Todd's drink directly from his glass, then Todd tries Elena's from hers",1
gala,action_1,high,3,Elena and Todd ask the bartender to split each drink into two smaller glasses for them to share,1
gala,action_1,high,4,"One person describes their drink to the other, but they don't taste it",0
gala,action_1,high,5,Elena and Todd don't interact with each other's drinks at all and enjoy their own,0
gala,action_1,high,6,They ask a waiter to bring them a few extra glasses so they can pour a small amount of each drink into a new glass to taste,1
gala,action_1,high,7,Elena and Todd take a sip from each other's glass without using straws or any other utensils,1
